Chapter,Error_Original,Error_Modified
010.txt,"[coherence] Katniss states she has not slept in two days, but the previous chapter summaries indicate she slept on the train (Chapter 3) and in her room at the Training Centre (Chapter 8/9 context), making a two-day total sleep deprivation factually incorrect.",
011.txt,"[coherence] Katniss claims she is 'eating raw rabbit' and worries about 'rabbit fever', but the preceding sentences explicitly state she cut up the rabbit, fashioned a spit, and set it over the coals to cook. She cannot be eating it raw if she is cooking it.","[cross_chapter] The chapter states that the dead tribute girl was from District 8, whereas in the previous chapter (Chapter 11 summary), it is established that the girl from District 8 (Rue) was already killed by the Careers earlier in the Games."
012.txt,"[coherence] Katniss claims to have less than a minute head start when she hears the Careers' feet, but the narrative immediately states she is already running and splashing across the pool, implying she had already been moving for some time before the sound registered, contradicting the 'less than a minute' claim.","[coherence] Katniss claims she is 'ankle-deep' in the pool, but later states she is 'propping the heel of my boot on a rock so the leather doesn’t get too sodden'. If she were ankle-deep, her boots would be fully submerged and sodden, making the action of propping the heel to keep the leather dry logically inconsistent with the stated depth."
013.txt,"[coherence] Katniss attempts to retrieve the bow from Glimmer's body after the cannon fires, indicating death. However, she then hears a second cannon fire and guesses the girl from District 4 has died, implying Glimmer was still alive or the first cannon was for someone else. Later, she sees the hovercraft take the District 4 girl, but the narrative confusion regarding which cannon corresponds to which death and the state of Glimmer's body (disintegrating vs. being lifted) creates a logical contradiction in the sequence of death and retrieval.","[coherence] The narrator states that the girl from District 4 staggers out of sight, but later implies she is still alive when the cannon fires for her death, while simultaneously describing Glimmer's body as being lifted by a hovercraft. The text says 'I see the girl from District 4 being lifted into the air and vanishing' immediately after the cannon fires, but earlier stated Glimmer was the one twitching and then still. The sequence of deaths and retrievals is confused: Glimmer is described as twitching then still, then the cannon fires, then the narrator sees the District 4 girl being lifted, but the narrative flow suggests Glimmer was the one dying in the immediate vicinity. More critically, the text says 'I see the girl from District 4 being lifted into the air' but earlier said Glimmer was the one who fell and went still. The retrieval of bodies usually happens after the cannon. The confusion lies in identifying which body is being retrieved when, given the hallucinations, but the text explicitly links the visual of the District 4 girl being lifted to the moment the cannon fires for Glimmer (implied by the narrator's confusion 'I think it’s for Glimmer'). However, the most glaring error is that the narrator sees the District 4 girl being lifted, but the cannon just fired for Glimmer. If Glimmer died, her body should be lifted. The text says 'I see the girl from District 4 being lifted'. This contradicts the previous description where Glimmer was the one dying in view. It is likely a hallucination or a narrative slip, but presented as fact, it contradicts the established death of Glimmer in that specific spot."
014.txt,"[cross_chapter] In the previous chapter summary (Chapter 14), it is stated that Peeta saved Katniss and warned her of Cato's approach before she blacked out. However, in this chapter, Katniss expresses confusion about whether Peeta actually saved her or if it was a hallucination caused by the venom, stating 'I couldn't tell what was real and what the tracker-jacker venom had caused me to imagine.' This contradicts the established fact from the previous chapter that Peeta's intervention was a real event that occurred before she lost consciousness.","[cross_chapter] The chapter states that Rue saved Katniss from the tracker jackers, but the previous chapter summary explicitly states that Katniss was rescued by Peeta after the attack."
015.txt,"[cross_chapter] The chapter states that the cannon firing in the morning signifies the death of a tribute, and Katniss speculates it might be Peeta. However, in the previous chapter (Chapter 14), Peeta explicitly saves Katniss from Cato and warns her of his approach, implying he is alive and present in the arena at that time. While a cannon could theoretically fire for another tribute, the narrative framing strongly implies Peeta's death, which contradicts the immediate prior events where he was alive and interacting with Katniss.","[cross_chapter] The chapter states that the cannon fired early in the morning, implying a tribute died overnight or very early. However, the previous chapter summary (Chapter 14) indicates that Peeta rescued Katniss after the tracker jacker attack and that Katniss passed out. In the canonical story, Peeta does not die until much later in the Games. Furthermore, the text mentions 'The boy from District 3' is still alive and guarding the supplies, but earlier context implies he was stung and left behind; while he is alive here, the cannon implies a death that contradicts the established survival of key characters like Peeta and the District 3 boy at this stage."
016.txt,"[coherence] Katniss claims she has 'remaining nine arrows' after shooting the rope to detonate the apples, but she only had one arrow in her quiver when she retrieved Glimmer's bow in Chapter 14, and there is no mention of her acquiring additional arrows in the interim.","[coherence] Katniss claims she has 'remaining nine arrows' after using two arrows to drop the apples on the mines in the previous chapter, but she only had ten arrows total at the start of the Games (plus Glimmer's bow which she took, but the text implies she is counting her own original quiver). More critically, she states she has 'remaining nine arrows' while also holding Glimmer's bow, but the narrative implies she is using her own equipment. However, the most glaring error is the count: she started with 10 arrows. She used 2 for the apples. She should have 8 left. The text says 'remaining nine arrows'."
017.txt,"[cross_chapter] The chapter states that Katniss technically gets credited for killing Glimmer and the girl from District 4 by dumping the nest on them. However, in Chapter 14, it is established that Peeta saved Katniss from the tracker jacker venom and the nest fell on the Careers while Katniss was incapacitated/hallucinating, not actively killed by her direct action in a way that would grant her credit for those specific kills in the official count (Glimmer died from the nest, the District 4 tribute died earlier from the nest or subsequent events, but Katniss's 'kill' credit is usually attributed to the trap/nest event which she triggered, but the text here implies a direct agency or specific credit attribution that contradicts the nuance of Peeta's intervention and the chaotic nature of that scene). More critically, the District 4 tribute (Maysilee Donner's district partner) died in the bloodbath, not from the tracker jacker nest. The nest killed Glimmer and the District 4 tribute (if he was still alive, but he died in the bloodbath). Wait, the District 4 tribute died in the bloodbath. Glimmer died from the nest. The text says 'Glimmer and the girl from District 4'. The girl from District 4 died in the bloodbath (Chapter 11/12 context implies she died early). Katniss did not kill her. This is a factual error regarding previous events.",
018.txt,"[cross_chapter] Katniss finds a first-aid kit from the boy from District 1 and uses fever pills from it. In previous chapters, the boy from District 1 (Marvel) was killed by Rue, who took his supplies. Rue was subsequently killed by the Careers, and her backpack (containing the supplies) was taken by Katniss. The narrative implies Katniss is using Rue's backpack/supplies later in the chapter, but here she attributes the kit to the boy from District 1, ignoring that Rue had already taken those specific supplies and that Katniss is in possession of Rue's bag.","[cross_chapter] In the previous chapter (Chapter 17), Katniss discovers Rue's body and is forced to flee, leaving Rue's body behind. In this chapter, Katniss reflects on Rue's death and mentions Rue's water skin, but the narrative implies she has retrieved it or is using it as if she had access to it after fleeing the scene. However, the text says 'I’ve got two water bottles and Rue’s water skin.' While she might have retrieved it off-screen, the previous chapter ended with her fleeing in terror. More critically, the error is subtle: The text says 'I’ve got two water bottles and Rue’s water skin.' In Chapter 17, she took Rue's bow and arrows. She did not take Rue's water skin in the heat of the moment fleeing Thresh. It is highly unlikely she went back for it. However, looking closer at the text provided in *this* chapter, she says 'I’ve got two water bottles and Rue’s water skin.' This implies she has them. If she didn't take them in Ch 17, this is a continuity error. Let's look for a clearer error. 

Actually, a clearer error is in the description of Peeta's camouflage. Katniss says: 'Most of what I judge to be his body is actually under a layer of mud and plants. His face and arms are so artfully disguised as to be invisible.' Then she says: 'I kneel beside him... Peeta smiles... His eyes open, unmistakably blue in the brown mud and green leaves.' If his face was 'invisible' and disguised as the background, how did she see his eyes 'unmistakably blue' immediately upon them opening without him moving? The text says 'Then his eyes open... I gasp'. This implies she saw them. But earlier it said his face was 'invisible'. This is a slight coherence issue but maybe not a hard error.

Let's look at the 'cross_chapter' constraint. In Chapter 17, Katniss finds Rue's body. She is terrified. She runs. She does not retrieve Rue's water skin. In this chapter, she uses 'Rue's water skin'. This is a continuity error regarding items possessed by Katniss.

Another potential error: 'I’ve got two water bottles and Rue’s water skin.' In Chapter 17, she took Glimmer's bow and arrows. She did not take Rue's water skin. Rue's water skin was likely left with the body or dropped during the struggle/fleeing. Katniss did not retrieve it. Therefore, possessing it is a continuity error.

Let's verify the 'two water bottles'. She had her own. She took Glimmer's? No, Glimmer had a bow. Did she take water from Glimmer? Unlikely. She likely has her own. Where did the second come from? Maybe she took it from the supplies earlier? Or maybe she means she has her own and one other? The text says 'two water bottles'. In the arena, she usually has one. If she took one from a dead tribute, it's possible. But Rue's water skin is the definite error as she didn't take it in Ch 17.

Wait, looking at the text: 'I’ve got two water bottles and Rue’s water skin.' This implies she has 3 containers. In Ch 17, she fled. She didn't loot Rue. This is a cross-chapter continuity error."
019.txt,"[cross_chapter] In the previous chapter (Chapter 19), Katniss receives broth from Haymitch as a sponsor gift. In this chapter, she states that she gathered Rue's berries herself while gathering vines the previous night ('Last night, when I was gathering vines, I came upon a bush of Rue’s berries. I strip off the fruit and mash it up in the broth pot...'). This contradicts the established fact that the broth she is currently feeding Peeta contains the sponsor-provided ingredients, not wild-foraged ones she collected herself.","[cross_chapter] In the previous chapter summary (Chapter 19), it is stated that Katniss finds Peeta 'camouflaged in mud and plants'. However, in this chapter, Peeta claims, 'This is an enormous improvement over the mud,' implying he was previously in the mud, but the narrative flow suggests he was already in a cave or sheltered area when she found him, or that the 'mud' comment is a retrospective comparison to the state he was in *before* she found him, which contradicts the summary's implication that she found him *in* the mud. More critically, the summary says she finds him camouflaged in mud, but the text says she left the scene of his last hiding place on the bank of the stream and they are fifty meters downstream, yet he is in a cave. The summary implies she found him *in* the mud, but the text implies she found him *after* he had moved or was already in a cave. The most glaring error is the contradiction regarding the location of his 'last hiding place'. The text says 'I left the scene of his last hiding place on the bank of the stream... and we’re a scant fifty metres downstream.' This implies the cave is 50m downstream from the mud spot. But the summary says she finds him camouflaged in mud. If she found him in the mud, she wouldn't have 'left the scene' and moved 50m downstream to a cave immediately after finding him without explanation. The summary simplifies the event to 'finds him camouflaged in mud', but the text details a move from the mud spot to a cave. This is a minor coherence issue between summary and text, but let's look for a harder error. 

Actually, looking closer at the text: 'I left the scene of his last hiding place on the bank of the stream untouched... and we’re a scant fifty metres downstream.' This implies the cave is 50m downstream from the mud spot. The summary says she finds him camouflaged in mud. This is consistent enough (she finds him, then moves him). 

Let's look for a clearer error. 

Error: 'I don’t know what to do. Leave him in the bag and hope the excessive heat breaks the fever? Take him out and hope the night air cools him off? I end up just dampening a strip of bandage and placing it on his forehead.' Later: 'I give him more fever pills'. In District 12, 'fever pills' are not a standard household item mentioned previously. Haymitch sent sleep syrup. Katniss has no medical supplies other than what she forages. She mentions 'My chewed-up leaves and ointment won’t make a dent in it.' Then she says 'I give him more fever pills'. Where did these come from? She has no stash of fever pills. She only has the sleep syrup from Haymitch. This is a causality/continuity error. She claims to give him fever pills, but she has no source for them. She only has the sleep syrup which she uses later. 

Quote: 'I give him more fever pills and stand over him while he drinks first one, then two litres of water.'"
020.txt,"[cross_chapter] In Chapter 20, Katniss tricks Peeta into swallowing sleep syrup to render him unconscious so he cannot follow her to the feast. However, in this chapter, she describes Peeta as being awake enough to have a conversation with Clove ('Well, as long as we’re talking I’m alive.') and for her to give him a 'long, lingering kiss' before leaving. If he were unconscious from the syrup, he would not be able to speak or react in this manner.","[coherence] Katniss claims to have killed Thresh and buried Rue in flowers, but Thresh is present and alive, and Rue is already dead. This is a hallucination or lie that contradicts the immediate physical reality of the scene."
021.txt,"[cross_chapter] In the previous chapter (Chapter 21), Katniss administers medicine to Peeta and then passes out. In this chapter, Peeta states he woke up 'yesterday evening' and found Katniss lying next to him in a pool of blood. This contradicts the timeline where Katniss was unconscious immediately after returning from the feast, implying she was awake and bleeding for a significant period before Peeta woke up, or that Peeta's timeline is inconsistent with her passing out upon return.","[cross_chapter] In the previous chapter summary (Chapter 21), it is stated that Katniss administered the 'life-saving injection' to Peeta before passing out. However, in this chapter, Peeta claims he shot the medicine into Katniss's arm ('Whatever you shot into my arm did the trick'), and Katniss confirms she was bandaged and weak, implying she received the medicine, not Peeta. This contradicts the established fact that Peeta was the one who needed the injection to survive the infection."
022.txt,"[cross_chapter] In the previous chapter (Chapter 21), Thresh kills Clove and spares Katniss. In this chapter, Peeta announces that Thresh is dead, and Katniss confirms seeing his picture in the sky. However, the text does not account for how Thresh died between the end of Chapter 21 and the start of this chapter, nor does it explain why Peeta would know this before Katniss, creating a narrative gap regarding Thresh's fate.","[cross_chapter] In the previous chapter summary (Chapter 21), it is stated that Katniss returned to Peeta and administered a life-saving injection before passing out. However, in this chapter, Peeta is already awake, recovering, and eating stew, implying he did not pass out or was revived without explanation between the end of the previous chapter and the start of this one."
023.txt,"[cross_chapter] The chapter states that Foxface died 'almost a day ago', but in the previous chapter (Chapter 21), Katniss returned from the feast and administered medicine to Peeta before passing out. The current chapter begins with them waking up in the cave, implying only a short time (overnight) has passed since the feast, not a full day. Foxface's death occurred during the feast, which is the immediate preceding event.","[cross_chapter] The chapter states that Foxface died 'almost a day ago' and that she was killed by eating nightlock berries. However, in the previous chapter (Chapter 23), Katniss and Peeta are still in the cave recovering, and there is no mention of Foxface's death or the berries being eaten. In the canonical story, Foxface dies in this chapter (Chapter 24) after eating the berries Katniss and Peeta left out. The text here implies a timeline where Foxface died a day prior, which contradicts the immediate sequence of events where they just prepared the berries and are now discussing her death as a recent event that triggered Cato's pursuit. More critically, the text says 'Foxface died almost a day ago' but then describes the immediate aftermath of the berry incident as if it just happened ('If he was anywhere nearby and saw that hovercraft, he’ll know we killed her'). This creates a temporal contradiction within the chapter regarding when the hovercraft arrived and when the death occurred relative to their current conversation."
024.txt,"[coherence] Katniss states she has no bandage and no supplies, yet later claims her last arrow is in Peeta's tourniquet. However, she previously used that same arrow to tie the tourniquet, meaning the arrow is embedded in the bandage/leg, not stored separately as a 'last arrow' available for immediate use without first removing it from the wound. The text implies she retrieves it from the tourniquet to shoot Cato, but the phrasing 'My last arrow's in your tourniquet' suggests it was a separate item or that she is referring to the arrow currently securing the bandage, which creates a slight logical friction regarding inventory management (she had two arrows left, used one on Cato's hand, one on Thresh, leaving none, so the one in the tourniquet is the only option, but the description is slightly ambiguous). More critically, she says 'My last arrow's in your tourniquet' implying it was *placed* there, but earlier she says 'I cut free a sleeve... tie a half knot... take my remaining arrow and insert it in the knot'. This is consistent. The error is actually in the *previous* chapter summary provided in the prompt context vs the text? No, looking at the text: 'I aim one of my last two arrows at Cato’s head... arrow ends up taking out a mutt that can only be Thresh.' So she has 0 arrows left. Then she uses the arrow in the tourniquet. This is consistent. 

Let's look for a clearer error. 

Katniss says: 'Cato has made a beeline for the Cornucopia, and without question I follow him.' Later: 'Cato lies on his side at the very top of the horn... gasping... gagging over the edge.' 

In the previous chapter summary (24), it says: 'they encounter Cato, who is fleeing from a pack of muttations.' 

In this chapter, Katniss follows Cato to the Cornucopia. Cato is already injured and hiding at the top. This is consistent.

Let's look at the muttation identification. 
'And there, the ashen hair and hazel eyes of the boy from District 9 who died as we struggled for the backpack!' 
In Chapter 21, Foxface steals Katniss's pack. Thresh kills Clove. Thresh is killed by Katniss (implied/seen in Ch 17/18 transition? No, Thresh is killed by the mutts or Katniss? In Ch 17, Thresh kills Clove. In Ch 18, Katniss finds Rue dead. Thresh is not mentioned as dead until later? Actually, Thresh is killed by the mutts in the arena, usually depicted as such. The text says 'boy from District 9 who died as we struggled for the backpack'. This refers to the tribute from District 9 who died at the feast? No, the District 9 tribute died at the feast? In the book, the District 9 tribute is killed by the Careers at the feast. Katniss sees him die. 

Wait, the text says: 'the boy from District 9 who died as we struggled for the backpack'. This is a contradiction. The District 9 tribute died at the feast (Ch 21), not while struggling for a backpack. Katniss struggled for a backpack with Foxface (Ch 21). The District 9 tribute was killed by the Careers. 

Actually, in the book, the District 9 tribute is killed by the Careers at the feast. Katniss does not struggle for a backpack *with* him. She struggles with Foxface. 

Quote: 'And there, the ashen hair and hazel eyes of the boy from District 9 who died as we struggled for the backpack!' 

This is a coherence error. The District 9 tribute did not die while Katniss struggled for a backpack. Foxface stole the backpack. The District 9 tribute was killed earlier by the Careers. Katniss is misidentifying the event or the text contains a factual error regarding the tribute's death circumstances.","[coherence] Katniss states she has no bandage or supplies to stop Peeta's bleeding, yet immediately after, she uses an arrow that was previously stated to be embedded in her tourniquet to twist the knot. She cannot use the arrow to tighten the tourniquet if it is already inside the knot, nor can she have 'no bandage' while simultaneously having a shirt sleeve cut off for bandaging and an arrow available for the tourniquet mechanism."
025.txt,"[cross_chapter] The chapter states that the previous homecoming celebration in District 12 was 'close to thirty years ago,' which contradicts the timeline established in previous chapters where Haymitch is the current victor and mentor. Haymitch won the Games only one year prior to Katniss and Peeta's victory, making the previous celebration approximately 24 years ago (assuming a 24-year gap between Haymitch's win and Katniss's reaping), not thirty.","[cross_chapter] The chapter states that the previous homecoming celebration in District 12 was 'close to thirty years ago,' implying Katniss is the second victor in that timeframe. However, previous chapters establish that Haymitch was the victor from District 12 in the Games prior to Katniss's, meaning the last homecoming was only one year ago."
026.txt,"[cross_chapter] The chapter states that the mockingjay pin was returned to Katniss's room after the Games, but in Chapter 25, Katniss explicitly uses the pin to signal the muttations to attack Cato, meaning it was in her possession inside the arena, not returned to her room afterward.","[cross_chapter] The chapter states that the mockingjay pin was returned to Katniss's room after the Games, but in Chapter 25, Katniss explicitly keeps the pin on her person (in her pocket) while threatening the Gamemakers with berries, and it is not mentioned as being lost or returned to her room."
027.txt,"[coherence] The narrative perspective shifts abruptly from Katniss's internal monologue to a third-person description of Peeta's actions without a clear transition or scene break. The text says 'I watch as Peeta crosses to the table,' but the preceding sentences describe Katniss's internal feelings and Haymitch's actions, while the following sentence describes Peeta's actions as if observed from a distance, breaking the established first-person point of view consistency.",[coherence] The narrative perspective shifts abruptly from Katniss's first-person internal monologue to a third-person description of Peeta entering the room without any transition or scene break.
028.txt,"[cross_chapter] In the previous chapter summary (Chapter 28), a Capitol official arrives at Katniss's home to escort her to the meeting. However, in this chapter, Katniss is already in the room with President Snow, and her mother enters the room to serve tea, implying Katniss was not escorted away or that the official's arrival did not result in her immediate departure as summarized.","[cross_chapter] In the previous chapter summary (Chapter 28), it is stated that Katniss 'encounters President Snow unexpectedly at her house, ending the chapter with a tense confrontation.' However, this chapter begins with Katniss already inside the house with President Snow, treating the encounter as a new, unfolding event rather than a continuation of the previous chapter's ending. This creates a narrative discontinuity where the initial meeting described in the previous summary is skipped or duplicated in a confusing manner."
029.txt,"[cross_chapter] The chapter states that Peeta discovered the romantic storyline was a fabrication during the train ride home, leading to a confrontation. However, this chapter (Chapter 30) depicts the Victory Tour beginning immediately after the meeting with President Snow, with no prior train ride home or confrontation having occurred. The previous chapter summary confirms the tour starts after the Snow meeting, making the flashback/reference to a past train ride event chronologically impossible within the established sequence.","[cross_chapter] The chapter states that Peeta 'still isn't entirely in command of his artificial leg' and slips while running. However, in Chapter 26, it is established that Peeta was rescued from the arena and taken to the Capitol hospital where he underwent medical treatment and recovery. By the time of the Victory Tour (this chapter), Peeta has fully recovered from his leg injury and does not have an artificial leg; he walks normally."
030.txt,"[cross_chapter] In the previous chapter (29), Katniss explicitly promises President Snow that she will perform her role more convincingly to appease him. However, in this chapter, she apologizes to Peeta for 'holding him to anything that happened in the Games' and suggests they can just be friends, which directly contradicts Snow's order to maintain the romantic narrative. Furthermore, she later states she is glad they are speaking again because 'just being friends was not an option for us anymore,' implying she knows Snow's orders, yet her earlier apology to Peeta ignores this constraint and the specific instruction to be convincing lovers.",
031.txt,"[cross_chapter] The chapter states that the speeches given in District 11 were edited out before broadcast, but in Chapter 31, it is established that Katniss's speech in District 11 was the primary catalyst for the unrest and the subsequent execution of the old man. The narrative implies the speech was heard and reacted to, contradicting the claim that it was edited out.","[cross_chapter] The chapter states that the speeches given in District 11 were edited out before the event was broadcast. However, in the previous chapter (Chapter 25), it is established that the rule change allowing two victors was broadcast live, and the subsequent unrest (including the shootings in District 11) was a direct result of the public seeing Katniss and Peeta's defiance. If the District 11 speech had been edited out, the specific trigger for the unrest in that district would not have occurred as described."
