Chapter,Error_Original,Error_Modified
039.txt,"[cross_chapter] The chapter suggests Katniss is surprised by the Quarter Quell rules, but the previous chapter summary indicates she already knew about it.","[cross_chapter] The chapter implies Katniss is surprised by the Quarter Quell rules, but Chapter 39 already established her realization about returning to the arena."
042.txt,"[cross_chapter] The chapter mentions Katniss and Peeta acting in love as a strategy, but previous summaries indicate that Peeta's love declaration was initially a surprise to Katniss, suggesting a lack of consistency in their relationship dynamics.",[cross_chapter] Inconsistency regarding the number of tributes present at the training session.
045.txt,"[cross_chapter] Inconsistency regarding Peeta's condition and actions. In previous chapters, Peeta is portrayed as severely injured and reliant on Katniss for survival, yet in this chapter, he is actively participating in the Games and strategizing.","[cross_chapter] Inconsistency regarding Peeta's condition and the use of the force field. In Chapter 41, Haymitch's past victory involved using the arena's force field as a weapon, suggesting awareness of its dangers, yet Peeta is caught off guard by it."
046.txt,"[cross_chapter] Inconsistency regarding Peeta's heart stopping and being revived, which is not mentioned in previous summaries where Peeta was already in the arena.","[cross_chapter] Inconsistency regarding Peeta's leg amputation, which was mentioned in Chapter 27 but not addressed in this chapter."
049.txt,[coherence] Johanna's reaction to Beetee's wire is inconsistent with her established knowledge of his skills.,"[cross_chapter] Inconsistency regarding the knowledge of the arena's clock structure. The realization of the clock structure seems to be repeated, despite being established in the previous chapter."
050.txt,,[cross_chapter] Inconsistency regarding the number of tributes remaining and the timeline of deaths.
051.txt,"[cross_chapter] The chapter mentions a plan to electrocute Brutus and Enobaria using a wire and lightning, but previous chapters do not establish Beetee's expertise or prior mention of this plan.",
052.txt,"[coherence] The chapter describes Katniss being attacked by Johanna, but it is unclear why Johanna would attack her if they were allies, leading to confusion about Johanna's motivations.","[coherence] The chapter describes Katniss being attacked by Johanna and left incapacitated, yet she manages to perform complex actions like tying a knot and shooting an arrow accurately despite severe injuries and disorientation."
053.txt,"[cross_chapter] Katniss's realization about the plan to break them out of the arena seems sudden and lacks prior foreshadowing in the summaries, which may confuse readers about the consistency of the plot development.","[cross_chapter] The chapter suggests that Katniss was unaware of the plan to break out of the arena, but previous chapters indicate she had suspicions about the rebellion and District 13."
054.txt,"[cross_chapter] The chapter implies that Katniss is visiting District 12 for the first time since its destruction, but previous summaries do not mention District 12's destruction or Katniss's relocation to District 13.",
056.txt,,"[cross_chapter] Katniss mentions being taken to District 12, but previous summaries indicate she is in District 13."
057.txt,"[cross_chapter] The chapter mentions Katniss's prep team being kidnapped from the Capitol, but previous summaries do not mention this event or the prep team's involvement in the rebellion.","[cross_chapter] The chapter mentions Katniss's prep team being imprisoned and mistreated, but previous summaries do not establish their presence in District 13 or any reason for their capture."
058.txt,"[cross_chapter] The chapter implies Katniss is unfamiliar with the concept of a bow with special properties, but she has previously used advanced weaponry in the arena.","[cross_chapter] The chapter mentions Katniss's prep team being imprisoned and mistreated, but in the previous chapter summary, it was stated that Katniss discovered her prep team imprisoned, suggesting this should have already been resolved or addressed."
059.txt,"[cross_chapter] Inconsistency regarding the state of District 12. In Chapter 54, it was revealed that District 12 was destroyed, yet the chapter mentions a group from 12 including Haymitch and Gale, which may imply they are still residing there.","[cross_chapter] The chapter mentions Katniss's prep team being present, but in Chapter 58, it was established that they were imprisoned and mistreated."
062.txt,"[cross_chapter] Inconsistency regarding the presence of Haymitch. In previous chapters, Haymitch is actively involved in strategizing with Katniss, but in this chapter, he is absent from the trip to District 12 without a clear explanation.",[cross_chapter] Katniss's reflection on Peeta's condition and the Capitol's manipulation seems inconsistent with her previous resolve to act as the Mockingjay and demand Peeta's immunity.
063.txt,,"[emotional] Katniss's mother is described as having a 'disgusted grin' when looking at Katniss and Prim, which contradicts her usual caring nature."
064.txt,"[cross_chapter] The chapter mentions Katniss's old quarters being destroyed by bombings, but there is no prior mention of her quarters being aboveground or vulnerable to such attacks.",
065.txt,[emotional] Peeta's aggressive action towards Katniss contradicts their established relationship of mutual care and affection.,[emotional] Peeta's sudden violent action contradicts his established relationship with Katniss.
066.txt,"[cross_chapter] The chapter mentions Peeta's stylist and prep team being executed, but previous summaries do not mention these characters being captured or in danger.","[cross_chapter] The chapter suggests Peeta's condition is a shock, but previous summaries indicate awareness of Capitol's manipulation."
067.txt,"[cross_chapter] The chapter suggests Katniss is in District 2, but previous summaries indicate she was in District 13 dealing with Peeta's condition and the rebellion.","[cross_chapter] Katniss mentions visiting the square in District 2 during the Victory Tour, but previous summaries do not mention a visit to District 2 during the Victory Tour."
068.txt,"[cross_chapter] The chapter suggests Katniss is surprised by Peeta's recognition of 'The Hanging Tree,' but previous summaries indicate Peeta has been aware of Katniss's past and their shared history.","[cross_chapter] Inconsistency regarding Katniss's feelings about killing. In previous chapters, Katniss has been portrayed as struggling with the morality of killing, yet here she expresses a desire for everyone in the mountain to be dead."
069.txt,"[cross_chapter] Katniss is surprised by Peeta's ability to create a cake, but previous chapters established his skill in cake decorating.",[cross_chapter] Inconsistency regarding Katniss's injuries and recovery timeline compared to previous chapters.
070.txt,,[cross_chapter] Inconsistency regarding Katniss's training attendance and skills.
071.txt,"[cross_chapter] The chapter mentions Katniss and Finnick being the two best-equipped soldiers, but previous summaries do not establish Finnick's extensive combat training or skills, focusing more on his charm and survival skills.","[cross_chapter] Inconsistency regarding Johanna's swimming ability. In this chapter, it is suggested that Johanna can swim, but in previous chapters, it was mentioned that she struggles with water due to past trauma."
072.txt,"[cross_chapter] Katniss's reaction to Peeta's condition seems inconsistent with her previous determination to save him, as established in earlier chapters.","[cross_chapter] Katniss refers to Peeta as 'gone' and compares him to a Capitol mutt, which contradicts her previous determination to save him and their established bond."
073.txt,"[cross_chapter] The chapter implies that Katniss is on a mission to assassinate President Snow, which contradicts previous chapters where her role as the Mockingjay was primarily symbolic and focused on propaganda.",[cross_chapter] Peeta's unexpected presence in the squad contradicts the previous chapter's setup.
074.txt,"[cross_chapter] The chapter implies Katniss is dead, but previous summaries indicate she is alive and active in the rebellion.","[coherence] The chapter mentions Peeta's death being broadcasted, but Peeta is alive and with the group, which is inconsistent with the broadcast."
075.txt,"[cross_chapter] The chapter describes Katniss shooting a woman through the heart without hesitation, which contradicts her established reluctance to kill non-combatants and her emotional turmoil over killing.",
077.txt,"[cross_chapter] The chapter describes Katniss and her squad navigating the Capitol and encountering various dangers, but there is no mention of the significant event of Finnick's death, which occurred in the previous chapter.","[cross_chapter] The chapter implies Katniss is on a mission to assassinate Snow, but previous summaries do not mention this as her explicit mission."
078.txt,"[cross_chapter] The chapter suggests that President Coin orchestrated the parachute attack that killed Prim, contradicting earlier chapters where the Capitol is portrayed as the primary antagonist responsible for such attacks.",[cross_chapter] Katniss's age is inconsistent with previous chapters where she was 16 during the first Hunger Games.
079.txt,"[cross_chapter] Katniss votes 'yes' for another Hunger Games, which contradicts her established character and motivations against the Games.","[cross_chapter] The chapter implies that Katniss and Haymitch vote in favor of a new Hunger Games with Capitol children, which contradicts their established opposition to the Games and their motivations in previous chapters."
081.txt,"[cross_chapter] The chapter implies a significant time jump and life changes for Katniss and Peeta, which contradicts the previous chapter summaries that focus on the immediate aftermath of the rebellion and Katniss's return to District 12.","[cross_chapter] The chapter implies a significant time jump and life changes for Katniss and Peeta, but there is no prior indication of this transition in the previous chapter summaries."
