Chapter,Error_Original,Error_Modified
009.txt,"[cross_chapter] In Chapter 6, Katniss reveals to Peeta on the roof that the red-haired Avox girl was captured by a Capitol hovercraft, and Peeta covers for her lie about recognizing the girl. However, in this chapter, Katniss thinks 'I wish I knew her name. I should have asked it. She could write it down maybe. Or act it out.' This implies Katniss never learned the girl's identity or communicated with her. But in Chapter 6, the Avox girl was specifically serving at their dinner table where Katniss and Peeta were present—Katniss had opportunity to learn more about her, and the girl's presence as a server was already established. More significantly, Katniss's internal thought that the girl 'could write it down maybe' contradicts the established fact that Avoxes have their tongues cut out (explicitly stated in Chapter 6: 'the girl is an Avox—a traitor whose tongue was cut out'), making writing a logical alternative Katniss would consider, but the phrasing 'act it out' suggests Katniss doesn't know communication methods would be possible. The inconsistency is that Katniss seems to have no established connection or knowledge of this girl despite their charged interaction in Chapter 6, and her speculation about communication methods seems oddly naive given what she knows about Avoxes.",
010.txt,"[cross_chapter] Katniss says Haymitch has never seen her run, but in Chapter 4, they arrived at the Capitol together and have been training together for days. More importantly, in Chapter 7, Haymitch watched her train and specifically instructed her on strategy. Additionally, Haymitch was present during the opening ceremonies and would have observed her physical capabilities. The claim that Haymitch has never seen her run contradicts their extended time together and his role as her mentor observing her abilities.","[coherence] Katniss counts eleven cannon shots for eleven dead tributes, but later when viewing the death recap, she identifies specific dead tributes including both from District 6, both from District 7, both from 9, and others. However, she also notes that 'none from District 12' died and is relieved Peeta is alive. The math doesn't properly account for all eleven deaths in a way that matches her later calculation of 'ten of us' remaining. More critically, she counts 'the girl from District 3' as first dead, then notes Career Tributes from 1 and 2 all survived, but later says 'Five Career Tributes' remain (from 1, 2, and 4). If the boy from 4 died, that's only 4 Careers (2 from 1, 2 from 2, plus the girl from 4), not 5. She says 'usually all the Careers make it through the first day' implying surprise at the boy from 4 dying, but then counts 5 Careers remaining, which would require both from 1, both from 2, and the girl from 4—meaning the boy from 4 died. That's 4+1=5 Careers, but District 4 typically has 2 tributes. If only the girl from 4 survived, that's 2+2+1=5. This works, but contradicts her earlier statement that 'the Career Tributes from 1 and 2 have all survived' as if that's notable—if District 4's Careers didn't all survive, she should have mentioned that pattern. The real error is that she says 'Five Career Tributes' but if Careers are from 1, 2, and 4, and the boy from 4 died, there should be 2+2+1=5, which matches. However, she then says 'The ones who lunched together' referring to 2 boys and 3 girls. But at lunch in Chapter 6, she observed 'the girl from District 1, the boy from District 2, and the boy from District 4' as a group, not five Careers together. The Careers' alliance composition seems inconsistent with earlier observation."
010.txt,"[coherence] Katniss counts eleven cannons and identifies eleven dead tributes, but then calculates 'Thirteen left to play.' However, there were 24 tributes at the start (12 districts, 2 each). If 11 died, there should be 13 left. But later she thinks 'Twelve down and eleven to go!' when the Careers kill the girl with the fire, which would mean 12 dead total and 12 remaining. However, she already counted 11 cannons before this additional death, so the count should be 12 dead after the fire girl's death, leaving 12. But then she says 'Eleven dead, but none from District 12' after the anthem, confirming 11 dead from the bloodbath. The Careers' chant of 'Twelve down and eleven to go' appears to be an error by the Careers (they killed the fire starter, making 12 dead), but Katniss doesn't correct her own count. Later she tries to work out who is left and counts 'Five Career Tributes. Foxface. Thresh and Rue... That makes ten of us. The other three I'll figure out tomorrow.' But 5 + 1 + 2 + 1 (Katniss) + 1 (Peeta) = 10, which matches, leaving 3 unknown. However, if 12 are dead, there should be 12 left, not 13. The discrepancy between the cannon count (11) and the Careers' statement (12 down) creates confusion, and Katniss's own math doesn't consistently account for the fire starter's death.","[cross_chapter] Katniss states that Haymitch's instruction was to 'find a source of water' and that she 'sort of botched' the first instruction. However, in Chapter 10's summary, Haymitch's advice was described as about finding a bow and survival strategy, while in Chapter 3, Gale specifically advised her to 'find a bow.' The water instruction appears to be new in this chapter without prior establishment, and Katniss's reference to Haymitch's 'second instruction' implies there was a first she failed—yet the first instruction (to run/get away) she actually followed, not botched. She did clear out and run to the woods. The 'botched' first instruction seems to refer to not getting the bow, but that was Gale's advice, not Haymitch's. This creates confusion about whose advice was what and whether Katniss actually followed Haymitch's instructions or not."
011.txt,"[cross_chapter] Katniss claims Peeta went back to finish off the girl from District 8, but earlier in this same chapter she heard Peeta tell the Careers 'No. But she is now,' implying he lied about killing her. The cannon fired immediately after, suggesting the Careers or someone else killed her, not Peeta specifically going back. Katniss's statement contradicts her own earlier observation that Peeta was lying to the Careers about finding her.","[cross_chapter] Katniss claims 'No one from District 12 would think of doing such a thing' regarding Peeta teaming with Careers, but this contradicts her knowledge from Chapter 4 where Haymitch explicitly told them to 'stay by the bow' and let Careers do the heavy lifting. Haymitch's strategy was precisely for them to ally with or use the Careers, making Katniss's shock at Peeta following this advice inconsistent with what she was told."
011.txt,"[coherence] Katniss states the anthem plays and she sees the girl from District 8's face in the sky, then notes 'no tributes died today.' This is contradictory—if a tribute's face appeared in the sky, a tribute died that day. The girl from District 8's death is confirmed by her face appearing, making 'no tributes died today' impossible.","[coherence] Katniss thinks she needs to act composed for the cameras and gives a 'knowing smile,' yet immediately afterward she thinks about how 'Claudius Templesmith must be having' a field day and worries about losing sponsors. Her internal monologue shows she's deeply confused and frightened, which contradicts her confident performance. More significantly, she claims 'I feel certain I'm still holding the screen in the Capitol' despite having just been hidden all night where cameras couldn't get good shots, and despite her entire alliance strategy with Peeta now being in ruins—there's no logical basis for her certainty about holding audience attention."
012.txt,"[cross_chapter] Katniss refers to her sleeping bag as 'sleeping bed' when preparing to sleep in the tree, which appears to be an inconsistency in terminology. However, more significantly, Katniss stuffs her scorched jacket into her sleeping bag to smother flames, yet later when preparing for bed in the tree, she puts on her jacket and lays out her sleeping bed without any mention of the jacket still being in the bag or having been removed. The jacket's location and status become unclear.","[cross_chapter] Katniss claims she had 'just found a few hours of peace at the pond when this attack began,' but in the previous chapter she was severely dehydrated, nearly dying, and had only just discovered the pond before collapsing and sleeping. She had not established any camp there or spent significant time at the pond before the fire began. The fire started the same night she found the pond, not after 'a few hours of peace.'"
012.txt,"[cross_chapter] Katniss receives the mockingjay pin from Madge in Chapter 3 and Cinna secures it to her dress in Chapter 10, yet when Cinna prepares her for the Games, he gives her 'the mockingjay pin as her district token.' In this chapter, there is no mention of the mockingjay pin, which is Katniss's district token and should be with her. The pin's absence is notable given its significance and the fact that it should be her district token.","[coherence] Katniss stuffs her smoldering, scorched jacket into her sleeping bag 'hoping the lack of air will quell what I haven't extinguished,' yet later when she examines her supplies, she describes the sleeping bag as 'relatively unscathed' with only 'a few black marks.' This is inconsistent—a smoldering jacket placed inside a sleeping bag would cause significant burn damage to the bag, not just minor black marks."
013.txt,"[coherence] Katniss states she will wait until dawn to saw off the branch after the anthem ends, but then immediately receives medicine from Haymitch, applies it, sleeps, wakes at dawn, and then proceeds with the plan. However, she describes the Careers' torches as still visible when she descends after the anthem, and then in the morning Peeta and the Careers are still asleep in the same positions. The timeline is compressed but plausible; more significantly, Katniss says 'I realize that the best chance I'll have to do the sawing without drawing notice will be during the anthem' and then stops when the anthem ends, planning to finish at dawn—but she had already started sawing during the anthem and was three-quarters through. The branch would be visibly damaged and the nest partially disturbed, yet the wasps don't attack overnight and the Careers don't notice the damaged branch above them in the morning.","[coherence] Katniss states that only three tracker jackers identified her before the nest fell, and she pulled out all three stingers. However, she then describes experiencing severe hallucinations and disorientation far beyond what three stings should cause, especially when earlier she noted that 'most people can't tolerate more than a few stings' and the venom's effects are described as potentially deadly. The severity of her hallucinations seems disproportionate to her stated number of stings, and she later experiences symptoms more consistent with a much larger dose of venom."
013.txt,"[cross_chapter] Katniss says 'And I refuse to let them slip through my fingers again!' referring to the bow and arrows, implying she has lost a bow before. However, there is no previous mention of her ever having had a bow in the arena or losing one. She entered with no weapons, got a backpack and knife at the Cornucopia, and has never possessed a bow in the Games. This appears to be a reference to her inability to get the bow at the Cornucopia during the bloodbath, but she never actually had it in her possession to 'slip through her fingers again.'","[coherence] Katniss states she applies medicine to her calf and hands at night, and the medicine magically erases pain and heals her burns. However, the next morning she notes her leg 'still feels inflamed' and the burn 'was far deeper,' yet she also says her hands have transformed to 'soft baby-skin pink.' If the medicine is so effective that it completely heals her sawing blisters overnight, it's inconsistent that her deeper burn would still be inflamed enough to require another coat, especially given the medicine's described 'magical' effect on contact."
013.txt,,"[temporal] Katniss hears a second cannon and assumes it's for the girl from District 4, then hears birds fall silent and one give a warning call for a hovercraft. She thinks this is for Glimmer, but then sees the District 4 girl being lifted. However, she had just been trying to get the bow from Glimmer when the first cannon fired, and she explicitly states 'I haven't heard the cannons fire yet' when considering whether Glimmer might still be alive. The sequence is confusing: if the first cannon was for Glimmer, the hovercraft should come for Glimmer first, but the District 4 girl is taken first instead, suggesting the second cannon was actually for Glimmer or the timing is muddled."
014.txt,"[coherence] Katniss states she has 'a full dozen arrows if you count the one I retrieved in the tree,' but she only retrieved one arrow from the tree in the previous chapter (the one she shot at the Careers). The bow and arrows came from Glimmer's body, and there were multiple arrows there. However, the math is inconsistent: if she has a dozen (12) counting the one from the tree, that means she got 11 from Glimmer, which seems high given the context. More importantly, she says 'the one I retrieved in the tree' suggesting a single arrow, but earlier she shot multiple arrows at the Careers from the tree. The phrasing 'the one' is ambiguous but more critically, she never explicitly counted or described retrieving multiple arrows from Glimmer's body in the previous chapter, making this specific count appear unverified.","[cross_chapter] Katniss states she retrieved the bow and arrows from Glimmer's body, but in Chapter 14 summary, she retrieved Glimmer's bow and arrows after dropping the tracker jacker nest, before encountering Peeta and fleeing while hallucinating. However, in this chapter she says 'A full dozen arrows if you count the one I retrieved in the tree'—but Chapter 14 states she retrieved the bow and arrows from Glimmer's body on the ground, not 'in the tree.' The arrow she had was from the tree where she was hiding, not one she retrieved during the escape. More critically, she says the arrows 'bear no trace of the noxious green slime that came from Glimmer's body' and thinks 'that might not have been wholly real'—but Glimmer's death from tracker jacker stings and the bow being covered in her bodily fluids was real, as established in Chapter 14. The green slime was real (from the stings), not a hallucination."
014.txt,"[cross_chapter] Katniss says the sunglasses 'don't block the sun and they make it harder to see,' but in Chapter 11 when she first gets her pack, she specifically notes 'I don't have sunglasses' and lists the contents. She received the glasses in her pack, but there's no previous mention of her trying them on or discovering they don't work for sun. More significantly, in Chapter 11 she says 'I don't have sunglasses' when listing pack contents, but now she has them. Actually re-reading: she did have them, she just noted they weren't useful. The actual cross-chapter issue is that in Chapter 11, Katniss lists her pack contents and says 'I don't have sunglasses' - wait, let me re-check. Actually in Chapter 11: 'Inside the bottom, where I found the glasses, a thin package of crackers, a half-gallon bottle of iodine.' So she did have them. But she never tried them before? She says now 'They've been useless so far. They don't block the sun and they make it harder to see' - this suggests she has tried them, but there's no previous mention of this testing. However, the more concrete error is: Rue says 'The Careers have two pairs' of night-vision glasses, but there's no established way Rue would know this specific detail about the Careers' equipment unless she saw it, which isn't mentioned. Actually the real error: Katniss says 'They've been useless so far' implying she's worn them, but in the previous chapter she was hallucinating from tracker jacker venom and recovering - when would she have tested them? This is weak. The stronger error: Rue says the Careers have 'two pairs' - this is extremely specific intelligence that seems to come from nowhere, and Katniss doesn't question how Rue knows this.","[cross_chapter] Katniss says 'I have a bow and arrows! A full dozen arrows if you count the one I retrieved in the tree.' However, in Chapter 14, she had only one arrow from her own pack that she used to saw at the branch, and she retrieved Glimmer's bow and quiver of arrows after dropping the nest. The 'one I retrieved in the tree' seems to conflate two separate events: she had one arrow in the tree (her own), but she retrieved the bow and multiple arrows from Glimmer's body on the ground, not from the tree. The phrasing suggests she retrieved an arrow in the tree, which is misleading about how she obtained the full set of weapons."
015.txt,"[coherence] Katniss says 'Both of us can't win these Games' but later Rue lists nine remaining tributes including both Katniss and Peeta, and Katniss doesn't correct Rue's count or mention that Peeta is also from her district. More critically, Katniss thinks about Rue not being killed and 'the two of us being left for last' as if two victors were impossible, yet the previous chapters established that two tributes from the same district could theoretically both survive (though it's rare). However, the actual error is that Katniss says 'Both of us can't win' when in fact, under normal Hunger Games rules, two tributes from different districts absolutely cannot both win—only one victor is allowed. This is a fundamental rule Katniss would know, making her phrasing oddly tentative. She should think 'One of us will have to die' not 'Both of us can't win' as if it's merely unlikely rather than structurally impossible.","[cross_chapter] Katniss states she 'must have been moving very slowly yesterday' to explain reaching her bathing spot quickly, but the previous chapter summary states she was unconscious for two days after the tracker-jacker attack. This contradicts the timeline—she didn't travel slowly yesterday, she was unconscious and not traveling at all. Her sense of time is distorted from the venom, but the narration presents this as a genuine temporal observation rather than a hallucination or confusion."
016.txt,"[cross_chapter] Katniss says she has nine arrows remaining, but in Chapter 14 she retrieved a bow and arrows from Glimmer's swollen corpse. After shooting the apples to trigger the mines (which would use at least one arrow), and with no indication she retrieved arrows from the explosion, having exactly nine arrows seems convenient and potentially inconsistent with what was established. However, more critically, Katniss states 'my bow and arrows at hand' and 'Check over my bow and remaining nine arrows'—but earlier in Chapter 14, she specifically noted the bow was 'virtually useless' because 'it's not been well cared for' and 'the wood's warped from the humidity.' There's no mention of her obtaining a replacement bow, yet she now treats it as fully functional without comment.","[coherence] Katniss states she has nine arrows remaining, but this contradicts her earlier situation. In Chapter 14, she retrieved Glimmer's bow and arrows after dropping the tracker jacker nest, but she never established how many arrows she started with or used since then. More importantly, she shot at least two arrows at the apple bag to trigger the explosion (implied by 'the apples must have set off enough mines'), yet she still has nine arrows. This seems inconsistent with typical quiver capacity and usage unless she retrieved Glimmer's full supply, but the exact count is suspiciously precise given the chaos."
016.txt,"[coherence] Katniss states she can hear a laugh 'somewhere near the lake' and that 'The laugh's distorted, but the fact that it registered at all means I must be regaining my hearing.' However, she has been established as completely deaf in her left ear and her right ear only has ringing. A 'distorted' laugh registering in her recovering right ear makes sense, but she then says 'Yes, my right ear can hear again' as if this is new information, when she already established earlier that she could hear ringing in that ear. More significantly, she says 'as for my left ear, well, at least the bleeding has stopped'—but earlier she had put her hood up specifically 'to soak up the blood' and there's no mention of checking if bleeding stopped before this moment. The sudden confirmation that bleeding stopped without her having checked seems slightly inconsistent with her earlier concern.","[cross_chapter] Katniss mentions she 'left [her sleeping bag] with Rue' and 'was supposed to pick up another one, but what with the mines and all, I forgot.' However, in Chapter 15, Katniss and Rue shared supplies and planned together, but there is no mention in previous chapters of Katniss leaving her sleeping bag with Rue or any plan to pick up another one. This appears to be a fabricated memory or detail not established in their alliance formation."
016.txt,,"[temporal] Katniss states 'The boy from District 10, who must have died this morning' appears in the sky tribute recap, but the timing is questionable. The previous night, after the pyramid explosion, the Careers waited for a cannon that 'could have been easily lost in the subsequent explosions.' If the boy from District 10 died 'this morning,' his cannon would have been during daylight when Katniss was conscious and her ear, while damaged, might still have registered it. More critically, the death recap shows only two tributes (District 3 boy and District 10 boy), suggesting District 10 died before or during the explosion events, not 'this morning' after Katniss had already been hiding overnight."
017.txt,"[coherence] Katniss says she will 'win for both of us now' to Rue, but earlier she told Rue 'I'm going to' win, implying she was already planning to win for herself. The shift to 'for both of us' is presented as a new promise, but she had already committed to winning in her internal thoughts.","[coherence] Katniss says she'll 'win for both of us now' to Rue, but Rue is from District 11 and Katniss is from District 12. Under normal Hunger Games rules, there can only be one victor, so Katniss cannot literally win 'for both of them' in the sense of them both surviving. This is technically not an inconsistency since Katniss is speaking emotionally rather than literally about the rules, but it becomes retrospectively odd given the rule change announced later in the chapter."
017.txt,"[cross_chapter] Katniss states that Cato saw her take the bow and arrows from Glimmer's body, but in Chapter 14, Katniss was hallucinating from tracker jacker venom and fled the scene. The Careers had already fled the area due to the tracker jacker attack, and Peeta told her to run. There is no indication Cato witnessed her taking the bow; he had fled with the other Careers before she retrieved it.","[cross_chapter] Katniss says 'My sleeping bag is rolled neatly in Rue's pack,' but in Chapter 15, it was established that Katniss had her own supplies and Rue had hers. There was no mention of Katniss's sleeping bag being in Rue's pack previously. In Chapter 11, Katniss grabbed a backpack at the Cornucopia, and in Chapter 15 they shared supplies but no specific mention was made of the sleeping bag transfer."
017.txt,,"[coherence] Katniss states 'The boy from District 1 was the first person I knew would die because of my actions' and claims she only killed 'one human,' but she also takes credit for Glimmer and the District 4 girl from the tracker jacker nest. However, she specifically says 'I guess technically I'd get credited for Glimmer and the girl from District 4, too, for dumping that nest on them.' This is internally consistent in her reasoning (she distinguishes between direct killing and indirect/technical credit), but the phrasing 'only one human' I killed is slightly misleading since she caused multiple human deaths. This is more of a nuanced moral distinction than a clear error."
018.txt,,"[cross_chapter] Katniss states that Rue's water skin is among her supplies, but Rue was killed in the previous chapter and there is no mention of Katniss taking Rue's water skin after her death. The previous chapter summaries indicate Katniss received bread from District 11 after Rue's death, but no mention of taking Rue's water skin. However, in Chapter 15 summary, they 'share food and supplies' which could include the water skin, and in Chapter 17 Katniss was heading to rendezvous with Rue. Upon closer re-examination: In Chapter 15, Rue and Katniss share supplies, and Katniss has the water skin from the beginning of their alliance. The text says 'Rue's water skin' suggesting it belonged to Rue originally, which is consistent with their sharing supplies. This is not actually an error - they shared supplies and Katniss ended up with it."
019.txt,"[coherence] Katniss states she 'left the scene of his last hiding place on the bank of the stream untouched' and that they are 'a scant fifty metres downstream,' but earlier she described moving Peeta to a cave. This creates confusion about Peeta's actual location—whether he is still near his original hiding spot by the stream or in a cave. The chapter later clearly establishes they are in a cave, making the reference to 'his last hiding place on the bank of the stream' and being only fifty metres downstream inconsistent with the cave setting that dominates the chapter.",
019.txt,"[cross_chapter] Katniss mentions 'Rue's berries' and later 'Rue's roots' as ingredients she uses for Peeta. However, in Chapter 17, Katniss explicitly noted that Rue had been gathering berries and roots, and Katniss herself had been hunting with her bow. There is no indication in previous chapters that Katniss collected or was carrying Rue's berries or roots with her when she left Rue to go to the Careers' camp, or that she returned to collect them after Rue's death. The sudden appearance of these specific supplies without explanation contradicts the established timeline where Katniss went directly from Rue's death to killing Marvel, then mourning, then learning of the rule change and searching for Peeta.",
020.txt,"[coherence] Katniss says she has nine arrows left, but after shooting at Clove and missing with her last loaded arrow, she still has an arrow to shoot at Clove when she pins her down. Later, after fleeing, she loads another arrow despite supposedly having shot her last one. The arrow count doesn't properly account for all shots fired and remaining.","[coherence] Katniss claims she has nine arrows left, but she has not been shown to have used any arrows since acquiring Glimmer's bow. In Chapter 15 she discovers she has the bow, and in Chapter 16 she uses three arrows to shoot the bag of apples (implied by 'I loose a third arrow'). This would leave her with more than nine if she started with a full quiver, or the count is inconsistent. More critically, in this chapter she fires at Clove, fires another at her assailant (missing), and still has arrows to load later when fleeing Cato. The 'nine arrows' count appears arbitrary and inconsistent with her usage pattern."
020.txt,"[coherence] Katniss states she sends an arrow straight at Clove's heart, and Clove turns to avoid a fatal hit, with the arrow puncturing her upper left arm. However, Katniss then states 'the last loaded arrow having gone in Clove's direction' when explaining her empty bow to Thresh. But she also says 'I keep moving, positioning the next arrow automatically' after the first hit, suggesting she had more arrows ready. The sequence implies she shot multiple arrows but also that the last one went at Clove, creating confusion about whether she had any arrows left when Thresh confronts her.","[cross_chapter] Katniss states she 'sorely miss[es] having the use of my left ear' and that 'the explosion did' irreparable damage. However, in Chapter 17, the text states 'My hearing in my left ear seems to be completely gone' and 'the explosion has left me deaf.' While not a direct contradiction, the phrasing here suggests long-term permanent damage ('deep and irreparable'), yet in Chapter 19 she shows no signs of this disability when tracking Peeta, communicating with him, or navigating. The narrative seems to forget this injury when convenient."
020.txt,,"[coherence] Katniss describes the tiny orange backpack as 'really I could carry it around my wrist' and 'really too small to fit on any other part of my anatomy,' yet she also says 'my fingers closing over the tiny orange backpack. My hand slips between the straps and I yank it up on my arm.' If it's too small to fit on any other part of her anatomy, how does it fit on her arm? And if she can carry it on her wrist, why is her arm the only option? The description is contradictory."
021.txt,"[cross_chapter] Katniss says Clove cut her, but in Chapter 21, Clove pinned her down and was killed by Thresh before cutting her. The head wound was from being hit by a backpack or the fall, not from Clove cutting her. Katniss's specific memory 'she cut me' is inaccurate based on previous events.","[cross_chapter] Katniss says 'I want to go home, Peeta' and he promises she will, but earlier in Chapter 19 she had already cried out his name and they had established their alliance. The emotional intensity of this moment seems to ignore that she had already committed to saving him when she went to the feast."
021.txt,"[cross_chapter] Katniss says 'the first gift that's always the hardest to pay back' regarding Peeta's bread, but in Chapter 2, she explicitly recalls that Peeta took a beating from his mother to give her the bread, and she had never even spoken to him. The bread was given when they were children, not 'the first gift' in a sequence of gifts from Peeta to her. Also, Katniss is the one who has been receiving gifts, not giving them, making the 'pay back' framing about her debt to him consistent, but the phrasing 'first gift' implies there were subsequent gifts from him, which is misleading.","[coherence] Katniss mentions receiving 'the bread they sent me from District Eleven was still warm' but this contradicts the established timeline. The bread from District 11 arrived in Chapter 18 after Rue's death, which was several days prior. Bread would not still be warm, and more importantly, Katniss and Peeta ate it long ago—it shouldn't still be available to reference as if recently consumed."
021.txt,,"[cross_chapter] Katniss states that Haymitch 'probably used up a lot of resources helping me knock you out' but this is misleading—Haymitch sent the sleep syrup directly to Katniss, not to help her knock Peeta out. The sleep syrup was a gift Katniss received and then used on her own initiative to trick Peeta. Haymitch didn't directly help her knock Peeta out."
022.txt,"[cross_chapter] Katniss states she sacrificed three arrows in the explosion and two at the feast, leaving her with seven arrows. However, in Chapter 16, she shot only one arrow to trigger the explosion (at the bag of apples), not three. The explosion was caused by the apples hitting the mines, not by multiple arrows.","[cross_chapter] Katniss claims she sacrificed 'three' arrows in the explosion and 'two' at the feast, totaling five, which would leave seven from twelve. However, in Chapter 16 she shot 'a dozen arrows' at the bag of apples, and in Chapter 17 she was blown backward by the explosion with no indication she recovered any arrows. The math doesn't work—she should have far fewer than seven arrows remaining if she shot a dozen at the apples alone."
022.txt,"[cross_chapter] Katniss claims Haymitch has never made much effort to connect with Peeta, but in Chapter 19, Haymitch specifically sent broth as a reward when Katniss kissed Peeta, and in Chapter 20, Katniss noted that Haymitch's gifts seemed to reward romantic moments. The broth was specifically for Peeta's care and their romance performance, which was a direct communication to both of them.","[coherence] Katniss claims she sacrificed two arrows 'at the feast,' but in Chapter 21, she never fires any arrows at the feast. She is attacked by Clove immediately after grabbing the backpack, and Thresh intervenes. There is no description of her shooting arrows during the feast sequence."
